ApprovalFY,DisbursementGross_num,State,UrbanRural_f,SBA_Portion,NAICS_sector,NoEmp,SBA_Appv_num,Bank,PaidInFull
2006,58961.0,OR,Rural,0.5,23,1,15000.0,U.S. BANK NATIONAL ASSOCIATION,1
2004,2603354.0,NH,Urban,0.5,54,4,250000.0,CENTRIX BANK & TRUST,1
2007,52721.0,LA,Urban,0.5,81,12,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,38933.0,MN,Urban,0.5,23,1,6500.0,U.S. BANK NATIONAL ASSOCIATION,0
2009,25000.0,NY,Urban,0.85,81,8,21250.0,BBCN BANK,1
2003,500000.0,AL,Urban,0.75,33,105,375000.0,COVENANT BANK,1
2008,136192.0,NJ,Urban,0.5,56,1,25000.0,CAPITAL ONE NATL ASSOC,0
2006,28402.0,DE,Urban,0.5,72,58,25000.0,CITIZENS BANK NATL ASSOC,1
2007,5000.0,WA,Urban,0.5,56,1,2500.0,BANK OF AMERICA NATL ASSOC,1
2006,126484.0,OH,Urban,0.5,81,3,37500.0,CITIZENS BANK NATL ASSOC,0
2007,27007.0,MN,Urban,0.5,45,1,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,10000.0,NY,Urban,0.85,81,4,8500.0,BBCN BANK,0
2007,66000.0,PA,Urban,0.5,72,12,33000.0,CITIZENS BANK NATL ASSOC,1
2006,35000.0,OR,Rural,0.5,23,4,17500.0,CAPITAL ONE NATL ASSOC,1
2006,73060.0,IL,Urban,0.5,54,2,12150.0,U.S. BANK NATIONAL ASSOCIATION,1
2009,90000.0,AK,Urban,0.9,23,1,81000.0,WELLS FARGO BANK NATL ASSOC,1
2007,189347.0,TX,Rural,0.5,54,3,25000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2000,111000.0,WY,Rural,0.75,23,10,83250.0,WELLS FARGO BANK NATL ASSOC,1
2005,100000.0,CA,Urban,0.5,72,6,50000.0,WILSHIRE BANK,1
2006,106191.0,CA,Urban,0.5,54,50,25000.0,WELLS FARGO BANK NATL ASSOC,0
2002,111705.0,NJ,Urban,0.5,33,1,37500.0,"TD BANK, NATIONAL ASSOCIATION",1
1999,154000.0,CA,Urban,1.0,81,13,154000.0,CDC SMALL BUS. FINAN CORP,1
2004,13000.0,WA,Urban,0.5,72,10,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,75000.0,WI,Urban,0.5,23,0,37500.0,ASSOCIATED BANK NATL ASSOC,1
2007,500000.0,NJ,Urban,0.75,42,5,375000.0,"TD BANK, NATIONAL ASSOCIATION",0
2008,63789.0,CA,Urban,0.5,56,1,15000.0,SAFE CU,0
2005,65004.0,TX,Urban,0.5,54,1,4000.0,BANCO POPULAR NORTH AMERICA,1
2007,76956.0,KY,Urban,0.5,81,5,12500.0,BRANCH BK. & TR CO,1
2005,99750.0,FL,Urban,0.5,56,9,25000.0,BANK OF AMERICA NATL ASSOC,0
2008,181165.0,NY,Urban,0.5,31,8,50000.0,"CITIBANK, N.A.",0
2000,441000.0,CA,Urban,1.0,52,5,478000.0,CDC SMALL BUS. FINAN CORP,1
2007,115905.0,UT,Rural,0.5,23,2,25000.0,ZIONS FIRST NATIONAL BANK,0
2006,895000.0,FL,Rural,0.75,33,15,671250.0,FIFTH THIRD BANK,1
2009,200000.0,WA,Urban,0.9,33,10,180000.0,HERITAGE BANK,1
2003,5000.0,MA,Urban,0.5,54,1,2500.0,CITIZENS BANK NATL ASSOC,1
2006,33000.0,OH,Urban,0.5,54,4,12500.0,KEYBANK NATIONAL ASSOCIATION,1
2008,126500.0,AZ,Urban,0.5,45,1,63250.0,JPMORGAN CHASE BANK NATL ASSOC,1
2009,25000.0,NJ,Urban,0.9,51,4,22500.0,BBCN BANK,0
2004,1333300.0,CA,Rural,0.75,42,12,999975.0,FIRST-CITIZENS BK & TR CO,1
2004,15000.0,NC,Urban,0.5,56,1,7500.0,BANK OF AMERICA NATL ASSOC,1
2009,50000.0,MN,Urban,0.85,42,5,42500.0,VENTURE BANK,1
2005,75000.0,CA,Urban,0.5,61,3,37500.0,CAPITAL ONE NATL ASSOC,1
2005,8540.0,MA,Urban,0.5,56,1,4500.0,CITIZENS BANK NATL ASSOC,0
2003,75000.0,NE,Urban,0.5,81,7,37500.0,WELLS FARGO BANK NATL ASSOC,1
2006,57145.0,IN,Urban,0.5,54,2,12500.0,KEYBANK NATIONAL ASSOCIATION,1
2007,35000.0,NY,Urban,0.5,56,3,17500.0,BANK OF AMERICA NATL ASSOC,0
2009,35000.0,OR,Urban,1.0,54,3,35000.0,ALBINA COMMUNITY BANK,1
2005,200000.0,NJ,Urban,0.5,33,3,50000.0,HSBC BK USA NATL ASSOC,0
2002,30000.0,MA,Urban,0.5,42,1,15000.0,CITIZENS BANK NATL ASSOC,1
2007,162800.0,UT,Urban,0.75,33,1,122100.0,ZIONS FIRST NATIONAL BANK,0
2002,207374.0,PA,Urban,0.5,54,4,17500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2003,78000.0,OK,Urban,0.85,72,8,66300.0,WEOKIE CU,1
2008,20203.0,CA,Urban,0.5,56,4,5000.0,WELLS FARGO BANK NATL ASSOC,0
2007,15000.0,NY,Urban,0.5,53,5,7500.0,FIVE STAR BANK,0
2007,175540.0,TX,Rural,0.5,54,7,37500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2003,422000.0,OK,Urban,0.75,62,5,316500.0,"BANK SNB, NATIONAL ASSOCIATION",1
2006,80079.0,CA,Urban,0.5,72,10,15000.0,WELLS FARGO BANK NATL ASSOC,1
2004,33000.0,OR,Rural,0.85,72,4,28050.0,CHETCO FCU,1
2008,50000.0,CA,Urban,0.85,42,7,42500.0,BBCN BANK,0
2005,11807.0,CA,Urban,0.5,54,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2005,235000.0,FL,Urban,0.5,42,6,50000.0,BANK OF AMERICA NATL ASSOC,1
2004,11500.0,NJ,Rural,0.5,56,1,5750.0,BANK OF AMERICA NATL ASSOC,1
2006,50000.0,TX,Urban,0.5,72,28,25000.0,CAPITAL ONE NATL ASSOC,1
2010,25000.0,WA,Urban,0.5,23,1,10000.0,KEYBANK NATIONAL ASSOCIATION,1
2010,17000.0,MA,Urban,0.5,23,7,8500.0,LEADER BANK NATL ASSOC,1
2006,100000.0,NY,Urban,0.5,54,3,50000.0,CAPITAL ONE NATL ASSOC,1
2001,127620.0,NY,Urban,0.5,44,5,50000.0,BANK OF AMERICA NATL ASSOC,1
2006,50000.0,WI,Rural,0.5,49,12,25000.0,CAPITAL ONE NATL ASSOC,1
2005,35303.0,NJ,Urban,0.5,72,20,12500.0,AMER EXPRESS CENTURION BK,0
2008,5000.0,FL,Rural,0.85,45,1,4250.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2005,200000.0,CO,Urban,0.75,72,1,150000.0,"BANK MIDWEST, A DIVISION OF",1
2007,25000.0,NJ,Urban,0.5,44,3,12500.0,CAPITAL ONE NATL ASSOC,1
2007,100000.0,TX,Urban,0.5,62,34,50000.0,CAPITAL ONE NATL ASSOC,0
2004,90000.0,NY,Urban,0.75,48,3,138750.0,HSBC BK USA NATL ASSOC,1
2004,414120.0,PA,Urban,0.5,54,1,47500.0,CITIZENS BANK NATL ASSOC,1
2003,150000.0,VA,Rural,0.85,33,7,127500.0,UNITED BANK,1
2006,40000.0,PA,Urban,0.5,54,8,20000.0,CITIZENS BANK NATL ASSOC,1
2009,115400.0,VA,Rural,0.5,23,8,57700.0,BRANCH BK. & TR CO,1
2007,28043.0,NY,Urban,0.5,53,1,7500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,228000.0,FL,Urban,0.75,72,15,171000.0,MUTUAL OF OMAHA BANK,0
2005,8473.0,WA,Urban,0.5,72,6,2500.0,BANK OF AMERICA NATL ASSOC,0
2004,199999.0,CA,Urban,0.5,42,7,75000.0,BBCN BANK,1
2009,650000.0,MI,Urban,0.9,72,3,585000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,15000.0,MI,Urban,0.5,45,1,7500.0,CAPITAL ONE NATL ASSOC,1
2003,85898.0,TX,Urban,0.5,44,5,22500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,10000.0,NC,Urban,0.85,54,1,8500.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2006,70000.0,WV,Urban,0.5,44,1,35000.0,BRANCH BK. & TR CO,1
2005,19850.0,OR,Urban,0.5,44,8,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2003,17000.0,KS,Rural,0.5,56,1,8500.0,BANK OF AMERICA NATL ASSOC,1
2006,167912.0,FL,Urban,0.5,53,6,50000.0,"CITIBANK, N.A.",1
2008,646260.0,LA,Urban,0.5,33,2,50000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,5000.0,NC,Urban,0.85,48,2,4250.0,BBCN BANK,1
2002,61263.0,OH,Urban,0.5,45,6,10000.0,THE HUNTINGTON NATIONAL BANK,0
2006,17308.0,FL,Urban,0.5,52,1,4800.0,BANK OF AMERICA NATL ASSOC,0
2004,379546.0,MN,Urban,0.5,53,7,50000.0,WELLS FARGO BANK NATL ASSOC,1
2008,47000.0,CA,Urban,0.5,54,9,15500.0,BANK OF AMERICA NATL ASSOC,0
2006,5300.0,GA,Rural,0.5,81,2,2500.0,BANK OF AMERICA NATL ASSOC,1
2008,49000.0,CA,Urban,0.5,45,1,22500.0,BANK OF AMERICA NATL ASSOC,0
2006,244586.0,CA,Urban,0.5,23,5,45000.0,"CITIBANK, N.A.",1
2006,158444.0,FL,Urban,0.5,48,9,50000.0,BANK OF AMERICA NATL ASSOC,1
2008,69242.0,MI,Urban,0.5,48,2,15000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2009,50000.0,VA,Urban,0.5,42,1,12500.0,BANK OF AMERICA NATL ASSOC,1
2003,200000.0,IL,Urban,0.5,42,10,100000.0,BBCN BANK,1
2009,50000.0,UT,Rural,0.5,23,13,25000.0,AMERICA FIRST FCU,1
2005,24950.0,CA,Urban,0.5,44,3,7500.0,BANK OF AMERICA NATL ASSOC,0
2006,16950.0,IN,Urban,0.5,44,3,2500.0,CITIZENS BANK NATL ASSOC,1
2005,125625.0,CO,Urban,0.5,23,2,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,128032.0,MN,Urban,0.5,81,2,10000.0,ANCHOR BANK NATL ASSOC,1
2007,75000.0,CT,Urban,0.5,61,9,25000.0,BANK OF AMERICA NATL ASSOC,1
2005,21917.0,VA,Urban,0.5,56,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2005,50000.0,MO,Urban,0.5,23,11,25000.0,CAPITAL ONE NATL ASSOC,1
2005,125000.0,AZ,Urban,0.5,33,5,62500.0,CAPITAL ONE NATL ASSOC,0
2001,985000.0,TX,Rural,0.75,11,2,738750.0,FIRST FINANCIAL BANK,1
2008,181460.0,CA,Urban,0.5,23,10,50000.0,CALIFORNIA BANK & TRUST,0
2010,486000.0,NY,Urban,1.0,81,47,486000.0,EMPIRE ST. CERT. DEVEL CORP,1
2006,60000.0,NJ,Urban,0.5,42,1,15000.0,HSBC BK USA NATL ASSOC,1
2003,5000.0,CA,Urban,0.5,44,5,2500.0,"RABOBANK, NATIONAL ASSOCIATION",1
2000,200000.0,FL,Urban,0.75,42,28,150000.0,FIRST-CITIZENS BK & TR CO,1
2005,56642.0,CA,Urban,0.5,62,8,15000.0,BANK OF AMERICA NATL ASSOC,1
2002,28000.0,CA,Urban,0.5,42,2,14000.0,CALIFORNIA BANK & TRUST,1
2002,344000.0,IN,Urban,1.0,48,23,344000.0,INDIANA STATEWIDE CERT. DEVEL,1
2008,36402.0,OH,Urban,0.5,81,2,7500.0,CITIZENS BANK NATL ASSOC,0
2006,61762.0,CO,Urban,0.5,54,2,17500.0,WELLS FARGO BANK NATL ASSOC,1
2000,40000.0,NJ,Urban,0.5,81,6,20000.0,BANK OF AMERICA NATL ASSOC,1
1999,150000.0,NY,Urban,0.75,31,3,112500.0,KEYBANK NATIONAL ASSOCIATION,1
2006,15000.0,MO,Rural,0.5,45,1,7500.0,COMMERCE BANK,1
2005,75195.0,IL,Urban,0.5,62,11,25000.0,CAPITAL ONE NATL ASSOC,1
2005,15000.0,NH,Rural,0.5,72,10,7500.0,MONADNOCK COMMUNITY BANK,1
2007,95522.0,CA,Rural,0.5,56,3,16500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2010,25200.0,TX,Urban,0.5,44,0,12600.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,20000.0,TX,Urban,0.85,52,5,17000.0,BBCN BANK,0
2005,24781.0,MI,Urban,0.5,71,1,12500.0,CITIZENS BANK NATL ASSOC,1
2003,25000.0,MI,Rural,0.5,56,3,12500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2010,35000.0,MT,Rural,1.0,44,9,35000.0,FLATHEAD BANK OF BIGFORK,1
2005,13797.0,TX,Urban,0.5,81,1,5000.0,COMPASS BANK,0
2008,35000.0,OH,Urban,0.5,62,4,17500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,181935.0,IL,Urban,0.75,53,1,136500.0,FIRST NATIONAL BANK,0
2003,27500.0,CA,Urban,0.5,81,7,13750.0,CALIFORNIA BANK & TRUST,1
2007,225000.0,NY,Urban,0.75,32,21,168750.0,MANUFACTURERS & TRADERS TR CO,1
2009,18700.0,ME,Rural,1.0,31,2,18700.0,NORWAY SAVINGS BANK,1
2001,108734.0,NJ,Urban,0.5,45,2,37500.0,"COMMERCE BANK, A DIVISION OF",1
2003,5000.0,CA,Urban,0.5,23,1,2500.0,WELLS FARGO BANK NATL ASSOC,1
2005,97000.0,IL,Urban,0.5,54,3,25000.0,CITIZENS BANK NATL ASSOC,1
2008,33214.0,UT,Rural,0.5,44,2,7500.0,MOUNTAIN AMERICA FCU,0
2004,250000.0,NJ,Urban,0.75,54,4,187500.0,FULTON BANK OF NEW JERSEY,1
2007,50000.0,NC,Urban,0.85,23,16,42500.0,UMPQUA BANK,1
2006,65491.0,GA,Rural,0.5,23,10,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2009,41714.0,NV,Urban,0.5,72,14,12500.0,MOUNTAIN AMERICA FCU,0
2010,50000.0,MA,Urban,0.85,31,1,42500.0,NATL GRAND BK OF MARBLEHEAD,1
2006,35842.0,MA,Urban,0.5,45,2,9000.0,WELLS FARGO BANK NATL ASSOC,0
2008,69877.0,UT,Rural,0.5,71,3,17500.0,MOUNTAIN AMERICA FCU,0
2006,149000.0,MO,Urban,0.5,44,2,74500.0,"PNC BANK, NATIONAL ASSOCIATION",0
2010,11900.0,MS,Rural,0.85,11,3,10115.0,FIRST FINANCIAL BANK,1
2005,114400.0,CA,Urban,0.5,33,5,25000.0,BANK OF AMERICA NATL ASSOC,1
2006,35000.0,NV,Urban,0.5,44,4,17500.0,WELLS FARGO BANK NATL ASSOC,1
2004,10000.0,OR,Rural,0.5,51,1,5000.0,CAPITAL ONE NATL ASSOC,1
2006,150936.0,WA,Urban,0.5,71,1,20000.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,25000.0,CA,Urban,0.5,54,1,12500.0,CAPITAL ONE NATL ASSOC,1
2005,25000.0,ID,Urban,0.85,32,0,21250.0,ZIONS FIRST NATIONAL BANK,0
2003,300000.0,AR,Rural,0.75,33,25,225000.0,IBERIABANK,1
2007,5000.0,WV,Rural,0.85,54,1,4250.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2006,10000.0,OH,Rural,0.5,81,3,5000.0,THE HUNTINGTON NATIONAL BANK,1
2006,149806.0,CA,Urban,0.5,44,5,25000.0,BANCO POPULAR NORTH AMERICA,0
2010,21805.0,CA,Rural,0.5,23,2,7500.0,MUFG UNION BANK NATL ASSOC,1
2009,35000.0,VA,Urban,1.0,81,23,35000.0,UNION FIRST MARKET BANK,1
2006,55000.0,WA,Urban,0.5,53,6,27500.0,ZIONS FIRST NATIONAL BANK,1
2003,33050.0,CA,Urban,0.5,62,2,15000.0,BANK OF AMERICA NATL ASSOC,1
2002,142000.0,UT,Rural,1.0,53,2,142000.0,MOUNTAIN W. SMALL BUS. FINAN,1
2005,262321.0,TX,Urban,0.5,72,6,22000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,100600.0,VA,Rural,0.5,44,2,25000.0,BANK OF AMERICA NATL ASSOC,0
2005,63000.0,NY,Urban,0.5,54,7,22500.0,MANUFACTURERS & TRADERS TR CO,1
2004,29833.0,PA,Urban,0.5,52,1,2500.0,CITIZENS BANK NATL ASSOC,1
2007,4000.0,CA,Rural,0.5,48,82,2000.0,COAST NATIONAL BANK,1
2002,150000.0,NJ,Urban,0.85,62,2,127500.0,FULTON BANK OF NEW JERSEY,1
2010,16000.0,UT,Urban,0.5,33,1,5000.0,ZIONS FIRST NATIONAL BANK,1
2007,25000.0,NY,Urban,0.5,42,2,12500.0,CAPITAL ONE NATL ASSOC,1
2006,23818.0,CA,Urban,0.5,61,5,5000.0,BANK OF AMERICA NATL ASSOC,0
2010,62203.0,TX,Urban,0.5,53,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,382500.0,NY,Urban,0.5,42,2,125000.0,"TD BANK, NATIONAL ASSOCIATION",0
2004,10000.0,MO,Urban,0.5,54,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2004,50000.0,TN,Urban,0.5,44,2,25000.0,BANK OF AMERICA NATL ASSOC,1
2001,198000.0,CA,Urban,1.0,51,14,240000.0,CDC SMALL BUS. FINAN CORP,1
2005,8382.0,NY,Urban,0.5,44,2,5000.0,CITIZENS BANK NATL ASSOC,1
2005,70000.0,NC,Urban,0.5,32,3,35000.0,BANK OF AMERICA NATL ASSOC,1
2006,16894.0,NJ,Urban,0.5,81,2,5000.0,BNB HANA BANK NATL ASSOC,1
2007,40000.0,HI,Urban,0.85,23,1,34000.0,CENTRAL PACIFIC BANK,1
2005,65593.0,CA,Urban,0.5,31,11,25000.0,BANK OF AMERICA NATL ASSOC,1
2006,20000.0,NJ,Urban,0.5,31,5,10000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2002,57406.0,NJ,Urban,0.5,81,1,12500.0,BANK OF AMERICA NATL ASSOC,1
2009,9500.0,TX,Urban,0.9,62,2,593100.0,COMPASS BANK,1
2007,14000.0,VA,Urban,0.5,51,1,5000.0,BANK OF AMERICA NATL ASSOC,0
2002,24711.0,CA,Urban,0.5,81,3,25000.0,BANK OF AMERICA NATL ASSOC,1
2007,50000.0,MN,Urban,0.85,56,7,42500.0,ANCHOR BANK NATL ASSOC,1
2003,128683.0,CA,Urban,0.5,53,5,25000.0,WELLS FARGO BANK NATL ASSOC,1
2004,60937.0,NY,Urban,0.5,81,3,25000.0,HSBC BK USA NATL ASSOC,1
2006,300000.0,IL,Urban,0.75,72,18,225000.0,CENTRUE BANK,1
2008,40000.0,CA,Urban,0.5,33,7,10000.0,BANK OF AMERICA NATL ASSOC,0
2003,35000.0,KS,Urban,0.5,56,2,17500.0,BANK OF AMERICA NATL ASSOC,1
2006,15029.0,ID,Urban,0.5,23,1,7500.0,WELLS FARGO BANK NATL ASSOC,1
2005,15000.0,AL,Rural,0.85,72,1,12750.0,"BUSINESS LOAN CENTER, LLC",0
2004,123419.0,CA,Urban,0.5,52,2,37500.0,BBCN BANK,1
2003,50000.0,NY,Urban,0.5,72,27,25000.0,"CITIBANK, N.A.",1
2006,30000.0,CA,Urban,0.5,48,1,10000.0,BANK OF AMERICA NATL ASSOC,1
2005,15000.0,NJ,Urban,0.5,81,1,7500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2002,351181.0,WA,Urban,0.750000711883616,45,5,263386.0,HERITAGE BANK,1
2008,25000.0,NY,Urban,0.5,54,1,12500.0,BANK OF AMERICA NATL ASSOC,1
2008,15000.0,FL,Urban,0.5,42,2,7500.0,BBCN BANK,0
2006,125347.0,MN,Urban,0.5,42,12,20000.0,PEOPLES BANK OF COMMERCE,1
2010,20000.0,TX,Urban,0.5,81,7,10000.0,UNITED SAN ANTONIO COMMUN FCU,0
2005,100000.0,NY,Urban,0.5,33,2,50000.0,HSBC BK USA NATL ASSOC,1
2007,136260.0,CA,Urban,0.5,56,20,25000.0,WELLS FARGO BANK NATL ASSOC,1
2008,35000.0,MO,Urban,0.85,72,15,29750.0,LIBERTY BANK,1
2004,17053.0,PA,Urban,0.5,52,3,2500.0,CITIZENS BANK NATL ASSOC,1
2008,12269.0,CA,Urban,0.5,54,3,2500.0,BANK OF AMERICA NATL ASSOC,0
2006,91871.0,VA,Rural,0.5,44,4,17500.0,BANK OF AMERICA NATL ASSOC,1
2006,387969.0,MI,Urban,0.5,44,12,50000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2005,153600.0,ME,Rural,0.5,62,3,40000.0,"TD BANK, NATIONAL ASSOCIATION",1
2006,5000.0,NY,Urban,0.5,62,3,2500.0,BANCO POPULAR NORTH AMERICA,1
2006,65000.0,WI,Urban,0.75,23,3,48750.0,BMO HARRIS BK NATL ASSOC,1
2002,75100.0,ND,Urban,0.85,45,1,63835.0,KIRKWOOD BANK AND TRUST CO,0
2007,14844.0,OH,Urban,0.5,48,1,5000.0,"FIRSTMERIT BANK, N.A.",1
2010,15488.0,OH,Urban,0.5,71,2,7500.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,80632.0,IL,Urban,0.5,23,2,12500.0,CAPITAL ONE NATL ASSOC,0
2003,190000.0,ME,Rural,0.75,44,20,142500.0,KENNEBUNK SAVINGS BANK,1
2010,35500.0,NC,Rural,0.5,11,3,17750.0,FIRST FINANCIAL BANK,1
2010,530000.0,IL,Urban,0.9,42,10,477000.0,FIRST AMERICAN BANK,1
2007,14000.0,TN,Urban,0.5,56,4,7000.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,20134.0,ME,Urban,0.5,72,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2004,108000.0,ID,Urban,1.0,44,7,108000.0,REGION IV DEVEL CORP,1
2006,45000.0,NY,Urban,0.5,62,2,22500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2004,50000.0,CA,Urban,0.5,42,5,25000.0,BANK OF AMERICA NATL ASSOC,1
2005,655000.0,IN,Urban,0.75,54,6,491250.0,FIFTH THIRD BANK,1
2004,117480.0,RI,Urban,0.5,56,3,15000.0,CITIZENS BANK NATL ASSOC,1
2003,50000.0,FL,Urban,0.5,81,4,25000.0,BANK OF AMERICA NATL ASSOC,1
2007,419750.0,KY,Urban,0.5,45,1,50000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2005,10000.0,FL,Urban,0.5,56,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,17100.0,IL,Urban,0.5,33,4,8550.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,1332900.0,TX,Urban,0.75,72,2,999675.0,COMERICA BANK,1
2006,92350.0,NJ,Urban,0.5,44,2,25000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2001,61000.0,FL,Urban,1.0,32,5,61000.0,TAMPA BAY ECONOMIC DEVEL CORP,1
2007,49560.0,NY,Urban,0.5,51,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2004,765000.0,CA,Urban,1.0,23,35,789000.0,BAY AREA EMPLOYMENT DEVEL CO,1
2007,112500.0,FL,Urban,0.5,32,1,17500.0,BANK OF AMERICA NATL ASSOC,1
2001,350000.0,MA,Urban,1.0,54,9,350000.0,MASSACHUSETTS BUSINESS,1
2004,10000.0,FL,Urban,0.5,44,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2005,25000.0,MI,Rural,0.5,81,2,12500.0,CAPITAL ONE NATL ASSOC,0
2004,50000.0,CA,Urban,0.5,44,4,25000.0,BANK OF AMERICA NATL ASSOC,0
2009,509000.0,AZ,Urban,0.9,48,2,458100.0,COMPASS BANK,1
2005,23000.0,OH,Urban,0.85,42,1,19550.0,UMPQUA BANK,0
2001,116870.0,RI,Urban,0.5,53,1,17500.0,CITIZENS BANK NATL ASSOC,1
2002,15000.0,RI,Urban,0.5,11,2,7500.0,CITIZENS BANK NATL ASSOC,0
2005,20000.0,CT,Urban,0.5,81,16,10000.0,CITIZENS BANK NATL ASSOC,1
2005,50000.0,CT,Urban,0.5,49,16,25000.0,CITIZENS BANK NATL ASSOC,1
2003,18743.0,PA,Urban,0.5,48,1,5250.0,"PNC BANK, NATIONAL ASSOCIATION",0
2005,44841.0,TN,Urban,0.5,72,8,15000.0,BANK OF AMERICA NATL ASSOC,0
2005,89732.0,CA,Rural,0.5,42,1,25250.0,BANK OF AMERICA NATL ASSOC,0
2002,25000.0,TN,Urban,0.5,53,5,12500.0,BANK OF AMERICA NATL ASSOC,1
2007,660000.0,PA,Urban,0.75,44,2,495000.0,NOAH BANK,1
2007,60588.0,MI,Urban,0.5,81,0,12500.0,THE HUNTINGTON NATIONAL BANK,0
2003,50000.0,NY,Urban,0.5,44,1,25000.0,FIRST NIAGARA BANK NATL ASSOC,1
2003,485000.0,CA,Urban,1.0,44,4,485000.0,CDC SMALL BUS. FINAN CORP,1
2005,86170.0,NY,Urban,0.5,42,12,25000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2006,5000.0,MI,Urban,0.5,45,3,2500.0,CITIZENS BANK NATL ASSOC,0
2006,52500.0,OH,Urban,0.5,54,0,12500.0,THE HUNTINGTON NATIONAL BANK,1
2004,450000.0,MS,Rural,0.75,22,4,337500.0,STATE BANK & TRUST COMPANY,0
2003,75000.0,NY,Urban,0.5,23,7,37500.0,HSBC BK USA NATL ASSOC,1
2007,262800.0,WI,Rural,0.75,72,34,197100.0,STATE BANK FINANCIAL,1
2007,775000.0,MN,Urban,0.75,33,25,581250.0,BREMER BANK NATL ASSOC,1
2010,106000.0,WI,Urban,0.5,44,3,53000.0,CHARTER BANK EAU CLAIRE,1
2000,100000.0,AR,Urban,0.5,62,1,50000.0,BANK OF AMERICA NATL ASSOC,1
2009,117260.0,NY,Urban,0.5,23,5,61250.0,"NBT BANK, NATIONAL ASSOCIATION",1
2004,74143.0,RI,Urban,0.5,62,1,15000.0,CITIZENS BANK NATL ASSOC,1
2003,490984.0,MI,Rural,0.5,32,5,37500.0,WELLS FARGO BANK NATL ASSOC,1
2010,1470000.0,TX,Urban,0.9,44,8,1323000.0,UNITED CENTRAL BANK,1
2006,99536.0,IA,Urban,0.5,56,5,30000.0,CEDAR RAPIDS BK & TR CO,1
2009,20000.0,TX,Urban,0.9,72,2,18000.0,BBCN BANK,0
2003,10000.0,MA,Urban,0.5,42,1,5000.0,CITIZENS BANK NATL ASSOC,1
2004,150000.0,OK,Urban,0.85,62,3,127500.0,COMMERCE BANK,1
2005,25000.0,AR,Urban,0.5,45,4,12500.0,CAPITAL ONE NATL ASSOC,0
2004,62749.0,NY,Urban,0.5,81,10,25000.0,FIRST NIAGARA BANK NATL ASSOC,1
2010,350000.0,VT,Rural,0.5,72,20,175000.0,HERITAGE FAMILY FCU,1
2005,52961.0,NY,Urban,0.5,45,2,25000.0,HSBC BK USA NATL ASSOC,1
2004,118000.0,WA,Urban,0.5,54,11,50000.0,BANK OF AMERICA NATL ASSOC,1
2003,4819.0,CA,Rural,0.5,48,71,2000.0,COAST NATIONAL BANK,1
2003,30000.0,CA,Urban,0.5,56,63,15000.0,"CITIBANK, N.A.",1
2005,20000.0,NH,Urban,0.5,33,2,10000.0,CITIZENS BANK NATL ASSOC,1
2005,50000.0,MO,Urban,0.5,42,2,25000.0,CAPITAL ONE NATL ASSOC,0
2008,10000.0,IL,Urban,0.85,45,6,8500.0,U.S. BANK NATIONAL ASSOCIATION,0
2009,185000.0,NY,Urban,0.5,62,6,92500.0,HSBC BK USA NATL ASSOC,1
2008,225000.0,IL,Urban,0.5,72,0,112500.0,JPMORGAN CHASE BANK NATL ASSOC,1
